gene_id	gene	product
C7Y58_RS05090		hypothetical protein
C7Y58_RS05095	accD	acetyl-CoA carboxylase, carboxyltransferase subunit beta
C7Y58_RS05100		acetyl-CoA carboxylase carboxyltransferase subunit alpha
C7Y58_RS05105	pfkA	6-phosphofructokinase
C7Y58_RS05110		DUF496 family protein
C7Y58_RS05115	recR	recombination mediator RecR
C7Y58_RS05120		hypothetical protein
C7Y58_RS10695		hypothetical protein
C7Y58_RS05125		DEAD/DEAH box helicase
C7Y58_RS05130		DUF4391 domain-containing protein
C7Y58_RS05135		site-specific DNA-methyltransferase (Type III DNA modification enzyme)
C7Y58_RS05140		site-specific DNA-methyltransferase
C7Y58_RS05145		SIR2 family protein
C7Y58_RS05150		ATP-binding protein
C7Y58_RS10830		DUF1016 N-terminal domain-containing protein
C7Y58_RS10835		DUF1016 domain-containing protein
C7Y58_RS05160		site-specific DNA-methyltransferase
C7Y58_RS05165		type III restriction-modification system endonuclease
C7Y58_RS05170	pyrR	bifunctional pyr operon transcriptional regulator/uracil phosphoribosyltransferase PyrR
C7Y58_RS05175		aspartate carbamoyltransferase catalytic subunit
C7Y58_RS05180		dihydroorotase
C7Y58_RS05185	carA	glutamine-hydrolyzing carbamoyl-phosphate synthase small subunit
C7Y58_RS05190	carB	carbamoyl-phosphate synthase large subunit
C7Y58_RS05195		dihydroorotate dehydrogenase electron transfer subunit
C7Y58_RS05200		dihydroorotate dehydrogenase
C7Y58_RS05205		hypothetical protein
C7Y58_RS05210	pyrF	orotidine-5'-phosphate decarboxylase
C7Y58_RS05215	pyrE	orotate phosphoribosyltransferase
C7Y58_RS05220		histidinol-phosphatase HisJ family protein
C7Y58_RS05225		hypothetical protein
C7Y58_RS05230	rplS	50S ribosomal protein L19
C7Y58_RS05235		
C7Y58_RS05240		
C7Y58_RS05245	rrf	
C7Y58_RS05250		
C7Y58_RS05255	deoD	purine-nucleoside phosphorylase
C7Y58_RS05260		5-oxoprolinase subunit C family protein
C7Y58_RS05265	pxpB	5-oxoprolinase subunit PxpB
C7Y58_RS05270		NRAMP family divalent metal transporter
C7Y58_RS05275		5-oxoprolinase subunit PxpA
C7Y58_RS05280		
C7Y58_RS05285		
C7Y58_RS05290		
C7Y58_RS10555		hypothetical protein
C7Y58_RS10710		DUF2335 domain-containing protein
C7Y58_RS05300		phosphoadenosine phosphosulfate reductase domain-containing protein
C7Y58_RS05305		DUF4007 family protein
C7Y58_RS05310		restriction endonuclease subunit S
C7Y58_RS05315		aminotransferase class V-fold PLP-dependent enzyme
C7Y58_RS05320		DEAD/DEAH box helicase family protein
C7Y58_RS10560		hypothetical protein
C7Y58_RS05330		AAA family ATPase
C7Y58_RS05335		hypothetical protein
C7Y58_RS05340	glmS	glutamine--fructose-6-phosphate transaminase (isomerizing)
C7Y58_RS05345		aminopeptidase P family protein
C7Y58_RS05350		aldehyde dehydrogenase family protein
C7Y58_RS05355	rbr	rubrerythrin
C7Y58_RS05360		putative glycoside hydrolase
C7Y58_RS05365		hypothetical protein
C7Y58_RS05370		toxin-antitoxin system YwqK family antitoxin
C7Y58_RS05375		toxin-antitoxin system YwqK family antitoxin
C7Y58_RS05380	hemB	porphobilinogen synthase
C7Y58_RS05385	hpf	ribosome hibernation-promoting factor, HPF/YfiA family
C7Y58_RS05390	mutL	DNA mismatch repair endonuclease MutL
C7Y58_RS05395		23S rRNA (pseudouridine(1915)-N(3))-methyltransferase RlmH
C7Y58_RS05400		hypothetical protein
C7Y58_RS05405		tetratricopeptide repeat protein
C7Y58_RS05410	lysS	lysine--tRNA ligase
C7Y58_RS05415		CidA/LrgA family protein
C7Y58_RS05420		LrgB family protein
C7Y58_RS05425		copper homeostasis protein CutC
C7Y58_RS05430		AbgT family transporter
C7Y58_RS05435		YadA-like family protein
C7Y58_RS05440		flavodoxin
C7Y58_RS05445		TetR/AcrR family transcriptional regulator
C7Y58_RS05450		efflux RND transporter permease subunit
C7Y58_RS05455	miaB	tRNA (N6-isopentenyl adenosine(37)-C2)-methylthiotransferase MiaB
C7Y58_RS05460	rho	transcription termination factor Rho
C7Y58_RS05465		peptidoglycan DD-metalloendopeptidase family protein
C7Y58_RS05470	ispG	flavodoxin-dependent (E)-4-hydroxy-3-methylbut-2-enyl-diphosphate synthase
C7Y58_RS05475		RNA polymerase sigma factor
C7Y58_RS05480		hypothetical protein
C7Y58_RS05485		hypothetical protein
C7Y58_RS05490		type B 50S ribosomal protein L31
C7Y58_RS05495	upp	uracil phosphoribosyltransferase
C7Y58_RS05500		alpha/beta fold hydrolase
C7Y58_RS05505		IS3 family transposase
C7Y58_RS05510		2-hydroxyacid dehydrogenase
C7Y58_RS05515		Glu/Leu/Phe/Val family dehydrogenase
C7Y58_RS05520	lgt	prolipoprotein diacylglyceryl transferase
C7Y58_RS05525		DUF368 domain-containing protein
C7Y58_RS05530		alanine racemase
C7Y58_RS10565		hypothetical protein
C7Y58_RS05540		helix-turn-helix transcriptional regulator
C7Y58_RS05545	fabG	3-oxoacyl-[acyl-carrier-protein] reductase
C7Y58_RS05550		acetyl-CoA C-acetyltransferase
C7Y58_RS05555	relB	type II toxin-antitoxin system RelB family antitoxin
C7Y58_RS05560		type II toxin-antitoxin system RelE family toxin
C7Y58_RS05565		autotransporter outer membrane beta-barrel domain-containing protein
C7Y58_RS05570		TonB-dependent receptor
C7Y58_RS05575		endo alpha-1,4 polygalactosaminidase
C7Y58_RS05580		aminotransferase class I/II-fold pyridoxal phosphate-dependent enzyme
C7Y58_RS05585	gmhA	D-sedoheptulose 7-phosphate isomerase
C7Y58_RS05590		LysR family transcriptional regulator
C7Y58_RS05595		APC family permease
C7Y58_RS05600		gamma-glutamyl-gamma-aminobutyrate hydrolase family protein
C7Y58_RS05605	argS	arginine--tRNA ligase
C7Y58_RS05615		patatin-like phospholipase family protein
C7Y58_RS05620		IS110-like element ISFnu4 family transposase
C7Y58_RS05625		2-hydroxyacid dehydrogenase
C7Y58_RS05630		FprA family A-type flavoprotein
C7Y58_RS05635		flavodoxin
C7Y58_RS05640		hypothetical protein
C7Y58_RS05645		efflux RND transporter permease subunit
C7Y58_RS05650		efflux RND transporter periplasmic adaptor subunit
C7Y58_RS05655		TolC family protein
C7Y58_RS05660		toxin-antitoxin system YwqK family antitoxin
C7Y58_RS05665		toxin-antitoxin system YwqK family antitoxin
C7Y58_RS05670		hypothetical protein
C7Y58_RS05675		epoxyqueuosine reductase QueH
C7Y58_RS05680		AAA family ATPase
C7Y58_RS05685		metallophosphoesterase family protein
C7Y58_RS05690		ATP-dependent DNA helicase
C7Y58_RS05695		transglycosylase domain-containing protein
C7Y58_RS05700	rlmN	23S rRNA (adenine(2503)-C(2))-methyltransferase RlmN
C7Y58_RS05705		alanyl-tRNA editing protein
C7Y58_RS05710		cold shock domain-containing protein
C7Y58_RS05715		IS1182-like element ISFnu1 family transposase
C7Y58_RS05725		AbrB family transcriptional regulator
C7Y58_RS05730		YeiH family protein
C7Y58_RS05735		hypothetical protein
C7Y58_RS05740		LOG family protein
C7Y58_RS05745	dnaN	DNA polymerase III subunit beta
C7Y58_RS05750	plsY	glycerol-3-phosphate 1-O-acyltransferase PlsY
C7Y58_RS05755	secG	preprotein translocase subunit SecG
C7Y58_RS05760		precorrin-2 dehydrogenase/sirohydrochlorin ferrochelatase family protein
C7Y58_RS05765	hemL	glutamate-1-semialdehyde 2,1-aminomutase
C7Y58_RS05770		polysaccharide deacetylase family protein
C7Y58_RS05775		glycosyltransferase family 2 protein
C7Y58_RS05780		glycosyltransferase family 9 protein
C7Y58_RS05785		glycosyltransferase family 9 protein
C7Y58_RS05790		LPS biosynthesis protein
C7Y58_RS05795		glycosyltransferase family 9 protein
C7Y58_RS05800	recA	recombinase RecA
C7Y58_RS05805		regulatory protein RecX
C7Y58_RS05810	tsaD	tRNA (adenosine(37)-N6)-threonylcarbamoyltransferase complex transferase subunit TsaD
C7Y58_RS05815		cupin domain-containing protein
C7Y58_RS05820		HTH domain-containing protein
C7Y58_RS05825		alanine racemase
C7Y58_RS05830	dsdA	D-serine ammonia-lyase
C7Y58_RS05835		GntP family permease
C7Y58_RS05840		helix-turn-helix domain-containing protein
C7Y58_RS05845		hypothetical protein
C7Y58_RS05850	ssrA	
C7Y58_RS05855		vWA domain-containing protein
C7Y58_RS05860		complement resistance protein TraT
C7Y58_RS05865		phospho-sugar mutase
C7Y58_RS05870	hemW	radical SAM family heme chaperone HemW
C7Y58_RS05875		YggS family pyridoxal phosphate-dependent enzyme
C7Y58_RS05880		cell division protein SepF
C7Y58_RS05885		MnmA/TRMU family protein
C7Y58_RS05890		hypothetical protein
C7Y58_RS05895		hypothetical protein
C7Y58_RS05900		hypothetical protein
C7Y58_RS05905		hypothetical protein
C7Y58_RS05915		hypothetical protein
C7Y58_RS05920		hypothetical protein
C7Y58_RS05925		DNA-processing protein DprA
C7Y58_RS05930		DUF4297 domain-containing protein
C7Y58_RS05935		hypothetical protein
C7Y58_RS10570		hypothetical protein
C7Y58_RS05945		vWA domain-containing protein
C7Y58_RS05950		DUF4253 domain-containing protein
C7Y58_RS05955	recQ	DNA helicase RecQ
C7Y58_RS05960		alpha-2-macroglobulin family protein
C7Y58_RS05965	pbpC	penicillin-binding protein 1C
C7Y58_RS05970		ABC transporter permease
C7Y58_RS05975		ABC transporter ATP-binding protein
C7Y58_RS05980		PepSY domain-containing protein
C7Y58_RS05985		YciI family protein
C7Y58_RS05990	carR	coaggregation response regulator transcription factor CarR
C7Y58_RS05995	carS	coaggregation-regulating histidine kinase CarS
C7Y58_RS06000		SemiSWEET family transporter
C7Y58_RS06010		winged helix-turn-helix transcriptional regulator
C7Y58_RS06015		M20 metallopeptidase family protein
C7Y58_RS06020		AbgT family transporter
C7Y58_RS06025		ATP-dependent helicase
C7Y58_RS06030	lpxC	UDP-3-O-acyl-N-acetylglucosamine deacetylase
C7Y58_RS06035	fabZ	3-hydroxyacyl-ACP dehydratase FabZ
C7Y58_RS06040	lpxA	acyl-ACP--UDP-N-acetylglucosamine O-acyltransferase
C7Y58_RS06045		LpxI family protein
C7Y58_RS06050	lpxB	lipid-A-disaccharide synthase
C7Y58_RS06055		ABC transporter ATP-binding protein
C7Y58_RS06060		ISL3-like element ISFnu5 family transposase
C7Y58_RS06065		hypothetical protein
C7Y58_RS06070		toxin-antitoxin system YwqK family antitoxin
C7Y58_RS06075		hypothetical protein
C7Y58_RS06080		LysR family transcriptional regulator
C7Y58_RS06085		dicarboxylate/amino acid:cation symporter
C7Y58_RS06090		pyridoxal phosphate-dependent aminotransferase
C7Y58_RS06095		RidA family protein
C7Y58_RS06100	yqeK	bis(5'-nucleosyl)-tetraphosphatase (symmetrical) YqeK
C7Y58_RS06105	rnr	ribonuclease R
C7Y58_RS06110	smpB	SsrA-binding protein
C7Y58_RS06115		hypothetical protein
C7Y58_RS06120	thrS	threonine--tRNA ligase
C7Y58_RS06125		hypothetical protein
C7Y58_RS06130		hypothetical protein
C7Y58_RS06135		ABC transporter ATP-binding protein
C7Y58_RS06140		ABC transporter ATP-binding protein
C7Y58_RS06145		subtype B tannase
C7Y58_RS06150	dnaN	DNA polymerase III subunit beta
C7Y58_RS06155		extracellular solute-binding protein
C7Y58_RS06160		mechanosensitive ion channel family protein
C7Y58_RS06165		acetyl-CoA hydrolase/transferase family protein
C7Y58_RS06170		N-glycosylase/DNA lyase
C7Y58_RS06175		AEC family transporter
C7Y58_RS06180		Na+/H+ antiporter NhaC family protein
C7Y58_RS06185		MalY/PatB family protein
C7Y58_RS06190		ClbS/DfsB family four-helix bundle protein
C7Y58_RS06195		SIS domain-containing protein
C7Y58_RS06200		glutamine--fructose-6-phosphate aminotransferase
C7Y58_RS06205		PTS system mannose/fructose/sorbose family transporter subunit IID
C7Y58_RS06210		PTS mannose/fructose/sorbose/N-acetylgalactosamine transporter subunit IIC
C7Y58_RS06215		PTS sugar transporter subunit IIB
C7Y58_RS06220		PTS sugar transporter subunit IIA
C7Y58_RS06225		replication initiation protein
C7Y58_RS06230	typA	translational GTPase TypA
C7Y58_RS06235	truB	tRNA pseudouridine(55) synthase TruB
C7Y58_RS06240		DUF1353 domain-containing protein
C7Y58_RS10490		toxin-antitoxin system YwqK family antitoxin
C7Y58_RS06250		hypothetical protein
C7Y58_RS06255		nucleoside triphosphate pyrophosphohydrolase
C7Y58_RS06260		CPBP family intramembrane glutamic endopeptidase
C7Y58_RS06265		methyltransferase domain-containing protein
C7Y58_RS06270		KilA-N domain-containing protein
C7Y58_RS06275		GyrI-like domain-containing protein
C7Y58_RS06280	cobA	uroporphyrinogen-III C-methyltransferase
C7Y58_RS06285	hemC	hydroxymethylbilane synthase
C7Y58_RS06290	hemA	glutamyl-tRNA reductase
C7Y58_RS06295		AfsR/SARP family transcriptional regulator
C7Y58_RS06300		amidohydrolase
C7Y58_RS06305		amidohydrolase
C7Y58_RS06310	nhaC	Na+/H+ antiporter NhaC
C7Y58_RS06315		RluA family pseudouridine synthase
C7Y58_RS06320	gap	type I glyceraldehyde-3-phosphate dehydrogenase
C7Y58_RS06325		hypothetical protein
C7Y58_RS06330		phosphoglycerate kinase
C7Y58_RS06335		FMN-binding protein
C7Y58_RS06340		FMN-binding protein
C7Y58_RS06345		GNAT family N-acetyltransferase
C7Y58_RS06350		MetQ/NlpA family ABC transporter substrate-binding protein
C7Y58_RS06355		methionine ABC transporter permease
C7Y58_RS06360		methionine ABC transporter ATP-binding protein
C7Y58_RS06365		hypothetical protein
C7Y58_RS06370	hutG	formimidoylglutamase
C7Y58_RS06375		hypothetical protein
C7Y58_RS06380		NAD(P)H-dependent flavin oxidoreductase
C7Y58_RS06385		SH3 domain-containing protein
C7Y58_RS06390		hypothetical protein
C7Y58_RS06395		MATE family efflux transporter
C7Y58_RS06400		metal ABC transporter solute-binding protein, Zn/Mn family
C7Y58_RS06405		metal ABC transporter ATP-binding protein
C7Y58_RS06410		metal ABC transporter permease
C7Y58_RS06415		metal ABC transporter permease
C7Y58_RS06420		ATP-binding protein
C7Y58_RS06425		YbaK/EbsC family protein
C7Y58_RS06430		DMT family transporter
C7Y58_RS06435	groL	chaperonin GroEL
C7Y58_RS06440		co-chaperone GroES
C7Y58_RS06445		DUF262 domain-containing protein
C7Y58_RS06450		PASTA domain-containing protein
C7Y58_RS06455	rsgA	ribosome small subunit-dependent GTPase A
C7Y58_RS06460	rpe	ribulose-phosphate 3-epimerase
C7Y58_RS06465		MarR family winged helix-turn-helix transcriptional regulator
C7Y58_RS06470		Rqc2 family fibronectin-binding protein
C7Y58_RS06475		hypothetical protein
C7Y58_RS06480	hcp	hydroxylamine reductase
C7Y58_RS06485	panF	sodium/pantothenate symporter
C7Y58_RS06490		YhdT family protein
C7Y58_RS06495		hypothetical protein
C7Y58_RS06500		hypothetical protein
C7Y58_RS06505		hypothetical protein
C7Y58_RS06510		DUF5105 domain-containing protein
C7Y58_RS06515		YadA C-terminal domain-containing protein
C7Y58_RS06520		tRNA dihydrouridine synthase
C7Y58_RS06525	mutS	DNA mismatch repair protein MutS
C7Y58_RS06530		LptA/OstA family protein
C7Y58_RS06535	lptB	LPS export ABC transporter ATP-binding protein
C7Y58_RS10575		hypothetical protein
C7Y58_RS06545	alaS	alanine--tRNA ligase
C7Y58_RS06550	ruvX	Holliday junction resolvase RuvX
C7Y58_RS06555	secD	protein translocase subunit SecD
C7Y58_RS06560	secF	protein translocase subunit SecF
C7Y58_RS06565		methyltransferase regulatory domain-containing protein
C7Y58_RS06570		amidohydrolase
C7Y58_RS06580	polA	DNA polymerase I
C7Y58_RS06585	whiA	DNA-binding protein WhiA
C7Y58_RS06590		bifunctional riboflavin kinase/FAD synthetase
C7Y58_RS06595		segregation and condensation protein A
C7Y58_RS06600	murJ	murein biosynthesis integral membrane protein MurJ
C7Y58_RS06605		hypothetical protein
C7Y58_RS06610	coaBC	bifunctional phosphopantothenoylcysteine decarboxylase/phosphopantothenate--cysteine ligase CoaBC
C7Y58_RS06615		chromate transporter
C7Y58_RS06620		chromate transporter
C7Y58_RS06625		NADH:flavin oxidoreductase
C7Y58_RS06630		HicB family protein
C7Y58_RS06635		phosphatidylinositol-4-phosphate 5-kinase
C7Y58_RS06640		pseudouridine synthase
C7Y58_RS06645		hypothetical protein
C7Y58_RS06650	earP	elongation factor P maturation arginine rhamnosyltransferase EarP
C7Y58_RS06655	efp	elongation factor P
C7Y58_RS06660		hypothetical protein
C7Y58_RS06665		TIR domain-containing protein
C7Y58_RS06670		hypothetical protein
C7Y58_RS06675		flavodoxin
C7Y58_RS06680		tRNA threonylcarbamoyladenosine dehydratase
C7Y58_RS06685		hypothetical protein
C7Y58_RS10715		hypothetical protein
C7Y58_RS06695		DUF4241 domain-containing protein
C7Y58_RS06700	gpmA	2,3-diphosphoglycerate-dependent phosphoglycerate mutase
C7Y58_RS06705		histidine phosphatase family protein
C7Y58_RS06710		hypothetical protein
C7Y58_RS06715		tRNA(Met) cytidine acetate ligase
C7Y58_RS06720	pepT	peptidase T
C7Y58_RS06725		YgiQ family radical SAM protein
C7Y58_RS06730		YadA family autotransporter adhesin
C7Y58_RS06735		class I SAM-dependent methyltransferase
C7Y58_RS06740		DUF1904 domain-containing protein
C7Y58_RS06745		toxin-antitoxin system YwqK family antitoxin
C7Y58_RS06750		cyclodeaminase/cyclohydrolase family protein
C7Y58_RS06755	hutI	imidazolonepropionase
C7Y58_RS06760	ftcD	glutamate formimidoyltransferase
C7Y58_RS06765		DUF1456 family protein
C7Y58_RS06770		ATP-dependent DNA helicase
C7Y58_RS06780		HD family phosphohydrolase
C7Y58_RS06785	ybeY	rRNA maturation RNase YbeY
C7Y58_RS06790		NUDIX hydrolase
C7Y58_RS06795		DUF1576 domain-containing protein
C7Y58_RS06800		murein L,D-transpeptidase catalytic domain family protein
C7Y58_RS06805		hypothetical protein
C7Y58_RS06810		asparaginase
C7Y58_RS06815	pip	prolyl aminopeptidase
C7Y58_RS06820	gatB	Asp-tRNA(Asn)/Glu-tRNA(Gln) amidotransferase subunit GatB
C7Y58_RS06825	gatA	Asp-tRNA(Asn)/Glu-tRNA(Gln) amidotransferase subunit GatA
C7Y58_RS06830	gatC	Asp-tRNA(Asn)/Glu-tRNA(Gln) amidotransferase subunit GatC
C7Y58_RS06835		pseudouridine synthase
C7Y58_RS06840	scpB	SMC-Scp complex subunit ScpB
C7Y58_RS06845	mreB	rod shape-determining protein
C7Y58_RS06850		Maf family protein
C7Y58_RS06855		hypothetical protein
C7Y58_RS06860		type III pantothenate kinase
C7Y58_RS06865		hypothetical protein
C7Y58_RS06870		lysine transporter LysE
C7Y58_RS06875	mnmA	tRNA 2-thiouridine(34) synthase MnmA
C7Y58_RS06880	mscL	large-conductance mechanosensitive channel protein MscL
C7Y58_RS06885		ABC transporter substrate-binding protein
C7Y58_RS06890		TonB-dependent receptor
C7Y58_RS06895		FecCD family ABC transporter permease
C7Y58_RS06900		ABC transporter ATP-binding protein
C7Y58_RS06905		coproporphyrinogen-III oxidase family protein
C7Y58_RS06910		flavodoxin family protein
C7Y58_RS06915		type II toxin-antitoxin system RelB/DinJ family antitoxin
C7Y58_RS06920		toxin-antitoxin system YwqK family antitoxin
C7Y58_RS06925		M18 family aminopeptidase
C7Y58_RS06930	asnA	aspartate--ammonia ligase
C7Y58_RS06935	lepA	translation elongation factor 4
C7Y58_RS06940		class I SAM-dependent methyltransferase
C7Y58_RS06945		CobW family GTP-binding protein
C7Y58_RS06950		threonine/serine exporter family protein
C7Y58_RS06955		threonine/serine exporter family protein
C7Y58_RS06960		tRNA1(Val) (adenine(37)-N6)-methyltransferase
C7Y58_RS06965		acyl-CoA dehydrogenase
C7Y58_RS06970		electron transfer flavoprotein subunit beta/FixA family protein
C7Y58_RS06975		electron transfer flavoprotein subunit alpha/FixB family protein
C7Y58_RS06980		IS3 family transposase
C7Y58_RS06985		hypothetical protein
C7Y58_RS06990		YitT family protein
C7Y58_RS06995		ROK family protein
C7Y58_RS07000	hutH	histidine ammonia-lyase
C7Y58_RS07005		urocanate hydratase
C7Y58_RS07010	gltS	sodium/glutamate symporter
C7Y58_RS07015		hypothetical protein
C7Y58_RS07020		helix-turn-helix transcriptional regulator
C7Y58_RS07025	ppdK	pyruvate, phosphate dikinase
C7Y58_RS07035		fructose-1,6-bisphosphatase
